id,boa_peak,boa_size
0,9472,97
1,3,24
2,3,24
3,3,24
4,12,47
5,12,47
6,262,16
7,3,24
8,12,47
9,12,47
10,12330,65
11,3,24
12,12,47
13,12,47
14,12,47
15,12,47
16,8208,6
17,2385,84
18,1110,30
19,3,24
20,150,19
21,23,6
22,150,19
23,23,6
24,4376,30
25,4376,30
26,94,48
27,2171,40
28,12,47
29,12,47
30,94,48
31,8223,17
32,8352,31
33,801,34
34,9250,100
35,3,24
36,1060,53
37,2085,60
38,1060,53
39,111,28
40,12330,65
41,4141,54
42,12330,65
43,2171,40
44,396,148
45,4141,54
46,4142,66
47,111,28
48,2098,6
49,2161,91
50,2098,6
51,2171,40
52,150,19
53,2085,60
54,2098,6
55,23,6
56,568,22
57,2171,40
58,2171,40
59,2171,40
60,9404,21
61,4141,54
62,318,12
63,2171,40
64,7233,64
65,7233,64
66,4162,23
67,3,24
68,12,47
69,1093,14
70,8390,35
71,111,28
72,12,47
73,221,19
74,1098,37
75,8536,116
76,12,47
77,12,47
78,94,48
79,111,28
80,1110,30
81,2385,84
82,1110,30
83,371,44
84,8276,29
85,1093,14
86,94,48
87,23,6
88,8536,116
89,221,19
90,94,48
91,8536,116
92,94,48
93,221,19
94,94,48
95,94,48
96,6240,33
97,2161,91
98,9250,100
99,111,28
100,111,28
101,111,28
102,111,28
103,111,28
104,2152,12
105,2161,91
106,106,5
107,111,28
108,238,32
109,1133,18
110,238,32
111,111,28
112,624,48
113,2161,91
114,624,48
115,371,44
116,4468,12
117,2161,91
118,111,28
119,2161,91
120,3194,23
121,2161,91
122,106,5
123,2171,40
124,12542,66
125,4221,9
126,94,48
127,111,28
128,8352,31
129,4097,39
130,150,19
131,3,24
132,396,148
133,661,33
134,150,19
135,150,19
136,396,148
137,427,217
138,427,217
139,427,217
140,396,148
141,396,148
142,396,148
143,8591,74
144,150,19
145,2171,40
146,150,19
147,2171,40
148,150,19
149,661,33
150,150,19
151,1175,58
152,5788,55
153,5788,55
154,5788,55
155,2171,40
156,396,148
157,8349,68
158,94,48
159,8349,68
160,8352,31
161,8352,31
162,8352,31
163,4097,39
164,396,148
165,12453,74
166,8614,53
167,2471,21
168,396,148
169,396,148
170,238,32
171,427,217
172,396,148
173,396,148
174,238,32
175,1199,56
176,8352,31
177,2171,40
178,2171,40
179,2171,40
180,150,19
181,8349,68
182,150,19
183,1399,164
184,12472,47
185,2171,40
186,2171,40
187,2171,40
188,396,148
189,4285,16
190,702,50
191,6335,31
192,2247,41
193,4449,56
194,8390,35
195,13635,97
196,452,5
197,4837,196
198,8390,35
199,2247,41
200,1244,36
201,10313,70
202,1098,37
203,8651,16
204,238,32
205,221,19
206,238,32
207,111,28
208,8658,58
209,1617,19
210,8658,58
211,4563,20
212,150,19
213,221,19
214,94,48
215,1399,164
216,4314,75
217,221,19
218,4314,75
219,8536,116
220,1244,36
221,221,19
222,94,48
223,4319,15
224,8352,31
225,4449,56
226,238,32
227,8419,23
228,238,32
229,485,15
230,238,32
231,111,28
232,238,32
233,4449,56
234,238,32
235,427,217
236,238,32
237,238,32
238,238,32
239,238,32
240,8352,31
241,2161,91
242,1267,18
243,1267,18
244,6902,48
245,8437,12
246,6902,48
247,1399,164
248,12472,47
249,14557,103
250,4314,75
251,1279,24
252,238,32
253,221,19
254,238,32
255,1279,24
256,12548,147
257,3,24
258,262,16
259,3,24
260,12548,147
261,2085,60
262,262,16
263,775,49
264,4376,30
265,777,12
266,427,217
267,427,217
268,396,148
269,12,47
270,262,16
271,335,22
272,6416,22
273,2385,84
274,371,44
275,787,48
276,8276,29
277,2085,60
278,262,16
