id,fitness
0,0
1,1
2,1
3,2
4,1
5,2
6,2
7,3
8,1
9,2
10,2
11,3
12,2
13,3
14,3
15,4
16,1
17,2
18,2
19,3
20,2
21,3
22,3
23,4
24,2
25,3
26,3
27,4
28,3
29,4
30,4
31,5
32,1
33,2
34,2
35,3
36,2
37,3
38,3
39,4
40,2
41,3
42,3
43,4
44,3
45,4
46,4
47,5
48,2
49,3
50,3
51,4
52,3
53,4
54,4
55,5
56,3
57,4
58,4
59,5
60,4
61,5
62,5
63,6
64,1
65,2
66,2
67,3
68,2
69,3
70,3
71,4
72,2
73,3
74,3
75,4
76,3
77,4
78,4
79,5
80,2
81,3
82,3
83,4
84,3
85,4
86,4
87,5
88,3
89,4
90,4
91,5
92,4
93,5
94,5
95,6
96,2
97,3
98,3
99,4
100,3
101,4
102,4
103,5
104,3
105,4
106,4
107,5
108,4
109,5
110,5
111,6
112,3
113,4
114,4
115,5
116,4
117,5
118,5
119,6
120,4
121,5
122,5
123,6
124,5
125,6
126,6
127,7
128,1
129,2
130,2
131,3
132,2
133,3
134,3
135,4
136,2
137,3
138,3
139,4
140,3
141,4
142,4
143,5
144,2
145,3
146,3
147,4
148,3
149,4
150,4
151,5
152,3
153,4
154,4
155,5
156,4
157,5
158,5
159,6
160,2
161,3
162,3
163,4
164,3
165,4
166,4
167,5
168,3
169,4
170,4
171,5
172,4
173,5
174,5
175,6
176,3
177,4
178,4
179,5
180,4
181,5
182,5
183,6
184,4
185,5
186,5
187,6
188,5
189,6
190,6
191,7
192,2
193,3
194,3
195,4
196,3
197,4
198,4
199,5
200,3
201,4
202,4
203,5
204,4
205,5
206,5
207,6
208,3
209,4
210,4
211,5
212,4
213,5
214,5
215,6
216,4
217,5
218,5
219,6
220,5
221,6
222,6
223,7
224,3
225,4
226,4
227,5
228,4
229,5
230,5
231,6
232,4
233,5
234,5
235,6
236,5
237,6
238,6
239,7
240,4
241,5
242,5
243,6
244,5
245,6
246,6
247,7
248,5
249,6
250,6
251,7
252,6
253,7
254,7
255,8
256,1
257,2
258,2
259,3
260,2
261,3
262,3
263,4
264,2
265,3
266,3
267,4
268,3
269,4
270,4
271,5
272,2
273,3
274,3
275,4
276,3
277,4
278,4
279,5
280,3
281,4
282,4
283,5
284,4
285,5
286,5
287,6
288,2
289,3
290,3
291,4
292,3
293,4
294,4
295,5
296,3
297,4
298,4
299,5
300,4
301,5
302,5
303,6
304,3
305,4
306,4
307,5
308,4
309,5
310,5
311,6
312,4
313,5
314,5
315,6
316,5
317,6
318,6
319,7
320,2
321,3
322,3
323,4
324,3
325,4
326,4
327,5
328,3
329,4
330,4
331,5
332,4
333,5
334,5
335,6
336,3
337,4
338,4
339,5
340,4
341,5
342,5
343,6
344,4
345,5
346,5
347,6
348,5
349,6
350,6
351,7
352,3
353,4
354,4
355,5
356,4
357,5
358,5
359,6
360,4
361,5
362,5
363,6
364,5
365,6
366,6
367,7
368,4
369,5
370,5
371,6
372,5
373,6
374,6
375,7
376,5
377,6
378,6
379,7
380,6
381,7
382,7
383,8
384,2
385,3
386,3
387,4
388,3
389,4
390,4
391,5
392,3
393,4
394,4
395,5
396,4
397,5
398,5
399,6
400,3
401,4
402,4
403,5
404,4
405,5
406,5
407,6
408,4
409,5
410,5
411,6
412,5
413,6
414,6
415,7
416,3
417,4
418,4
419,5
420,4
421,5
422,5
423,6
424,4
425,5
426,5
427,6
428,5
429,6
430,6
431,7
432,4
433,5
434,5
435,6
436,5
437,6
438,6
439,7
440,5
441,6
442,6
443,7
444,6
445,7
446,7
447,8
448,3
449,4
450,4
451,5
452,4
453,5
454,5
455,6
456,4
457,5
458,5
459,6
460,5
461,6
462,6
463,7
464,4
465,5
466,5
467,6
468,5
469,6
470,6
471,7
472,5
473,6
474,6
475,7
476,6
477,7
478,7
479,8
480,4
481,5
482,5
483,6
484,5
485,6
486,6
487,7
488,5
489,6
490,6
491,7
492,6
493,7
494,7
495,8
496,5
497,6
498,6
499,7
500,6
501,7
502,7
503,8
504,6
505,7
506,7
507,8
508,7
509,8
510,8
511,9
512,1
513,2
514,2
515,3
516,2
517,3
518,3
519,4
520,2
521,3
522,3
523,4
524,3
525,4
526,4
527,5
528,2
529,3
530,3
531,4
532,3
533,4
534,4
535,5
536,3
537,4
538,4
539,5
540,4
541,5
542,5
543,6
544,2
545,3
546,3
547,4
548,3
549,4
550,4
551,5
552,3
553,4
554,4
555,5
556,4
557,5
558,5
559,6
560,3
561,4
562,4
563,5
564,4
565,5
566,5
567,6
568,4
569,5
570,5
571,6
572,5
573,6
574,6
575,7
576,2
577,3
578,3
579,4
580,3
581,4
582,4
583,5
584,3
585,4
586,4
587,5
588,4
589,5
590,5
591,6
592,3
593,4
594,4
595,5
596,4
597,5
598,5
599,6
600,4
601,5
602,5
603,6
604,5
605,6
606,6
607,7
608,3
609,4
610,4
611,5
612,4
613,5
614,5
615,6
616,4
617,5
618,5
619,6
620,5
621,6
622,6
623,7
624,4
625,5
626,5
627,6
628,5
629,6
630,6
631,7
632,5
633,6
634,6
635,7
636,6
637,7
638,7
639,8
640,2
641,3
642,3
643,4
644,3
645,4
646,4
647,5
648,3
649,4
650,4
651,5
652,4
653,5
654,5
655,6
656,3
657,4
658,4
659,5
660,4
661,5
662,5
663,6
664,4
665,5
666,5
667,6
668,5
669,6
670,6
671,7
672,3
673,4
674,4
675,5
676,4
677,5
678,5
679,6
680,4
681,5
682,5
683,6
684,5
685,6
686,6
687,7
688,4
689,5
690,5
691,6
692,5
693,6
694,6
695,7
696,5
697,6
698,6
699,7
700,6
701,7
702,7
703,8
704,3
705,4
706,4
707,5
708,4
709,5
710,5
711,6
712,4
713,5
714,5
715,6
716,5
717,6
718,6
719,7
720,4
721,5
722,5
723,6
724,5
725,6
726,6
727,7
728,5
729,6
730,6
731,7
732,6
733,7
734,7
735,8
736,4
737,5
738,5
739,6
740,5
741,6
742,6
743,7
744,5
745,6
746,6
747,7
748,6
749,7
750,7
751,8
752,5
753,6
754,6
755,7
756,6
757,7
758,7
759,8
760,6
761,7
762,7
763,8
764,7
765,8
766,8
767,9
768,2
769,3
770,3
771,4
772,3
773,4
774,4
775,5
776,3
777,4
778,4
779,5
780,4
781,5
782,5
783,6
784,3
785,4
786,4
787,5
788,4
789,5
790,5
791,6
792,4
793,5
794,5
795,6
796,5
797,6
798,6
799,7
800,3
801,4
802,4
803,5
804,4
805,5
806,5
807,6
808,4
809,5
810,5
811,6
812,5
813,6
814,6
815,7
816,4
817,5
818,5
819,6
820,5
821,6
822,6
823,7
824,5
825,6
826,6
827,7
828,6
829,7
830,7
831,8
832,3
833,4
834,4
835,5
836,4
837,5
838,5
839,6
840,4
841,5
842,5
843,6
844,5
845,6
846,6
847,7
848,4
849,5
850,5
851,6
852,5
853,6
854,6
855,7
856,5
857,6
858,6
859,7
860,6
861,7
862,7
863,8
864,4
865,5
866,5
867,6
868,5
869,6
870,6
871,7
872,5
873,6
874,6
875,7
876,6
877,7
878,7
879,8
880,5
881,6
882,6
883,7
884,6
885,7
886,7
887,8
888,6
889,7
890,7
891,8
892,7
893,8
894,8
895,9
896,3
897,4
898,4
899,5
900,4
901,5
902,5
903,6
904,4
905,5
906,5
907,6
908,5
909,6
910,6
911,7
912,4
913,5
914,5
915,6
916,5
917,6
918,6
919,7
920,5
921,6
922,6
923,7
924,6
925,7
926,7
927,8
928,4
929,5
930,5
931,6
932,5
933,6
934,6
935,7
936,5
937,6
938,6
939,7
940,6
941,7
942,7
943,8
944,5
945,6
946,6
947,7
948,6
949,7
950,7
951,8
952,6
953,7
954,7
955,8
956,7
957,8
958,8
959,9
960,4
961,5
962,5
963,6
964,5
965,6
966,6
967,7
968,5
969,6
970,6
971,7
972,6
973,7
974,7
975,8
976,5
977,6
978,6
979,7
980,6
981,7
982,7
983,8
984,6
985,7
986,7
987,8
988,7
989,8
990,8
991,9
992,5
993,6
994,6
995,7
996,6
997,7
998,7
999,8
1000,6
1001,7
1002,7
1003,8
1004,7
1005,8
1006,8
1007,9
1008,6
1009,7
1010,7
1011,8
1012,7
1013,8
1014,8
1015,9
1016,7
1017,8
1018,8
1019,9
1020,8
1021,9
1022,9
1023,10
1024,1
1025,2
1026,2
1027,3
1028,2
1029,3
1030,3
1031,4
1032,2
1033,3
1034,3
1035,4
1036,3
1037,4
1038,4
1039,5
1040,2
1041,3
1042,3
1043,4
1044,3
1045,4
1046,4
1047,5
1048,3
1049,4
1050,4
1051,5
1052,4
1053,5
1054,5
1055,6
1056,2
1057,3
1058,3
1059,4
1060,3
