id,boa_peak,boa_size
0,11264,217
1,10243,271
2,10243,271
3,10243,271
4,3460,1023
5,3460,1023
6,3460,1023
7,10243,271
8,4108,80
9,4108,80
10,8330,211
11,8330,211
12,300,159
13,300,159
14,300,159
15,8330,211
16,3460,1023
17,2097,79
18,10243,271
19,8499,187
20,3460,1023
21,189,90
22,3460,1023
23,8499,187
24,8504,332
25,313,153
26,8330,211
27,313,153
28,4108,80
29,4108,80
30,4108,80
31,189,90
32,9824,230
33,5217,261
34,10243,271
35,10243,271
36,1956,534
37,1956,534
38,1956,534
39,10243,271
40,8296,261
41,4201,253
42,8330,211
43,8330,211
44,300,159
45,300,159
46,300,159
47,8330,211
48,2097,79
49,2097,79
50,8499,187
51,8499,187
52,300,159
53,189,90
54,8499,187
55,8499,187
56,8504,332
57,313,153
58,8504,332
59,313,153
60,300,159
61,189,90
62,300,159
63,189,90
64,3140,126
65,5217,261
66,3140,126
67,7273,920
68,3140,126
69,5217,261
70,3140,126
71,7273,920
72,4201,253
73,4201,253
74,4201,253
75,4201,253
76,4201,253
77,4201,253
78,4201,253
79,4201,253
80,2644,269
81,2644,269
82,2644,269
83,2644,269
84,1620,402
85,1620,402
86,1620,402
87,2644,269
88,4700,147
89,4201,253
90,4700,147
91,4201,253
92,4700,147
93,4700,147
94,4700,147
95,4700,147
96,9824,230
97,5217,261
98,7273,920
99,7273,920
100,9316,214
101,5217,261
102,9316,214
103,7273,920
104,8296,261
105,4201,253
106,8296,261
107,4201,253
108,4201,253
109,4201,253
110,4201,253
111,4201,253
112,5217,261
113,5217,261
114,7273,920
115,7273,920
116,9316,214
117,189,90
118,8499,187
119,8499,187
120,8296,261
121,4201,253
122,8296,261
123,4201,253
124,4201,253
125,4201,253
126,4201,253
127,4201,253
128,5316,364
129,8330,211
130,8330,211
131,8330,211
132,3460,1023
133,3460,1023
134,8330,211
135,8330,211
136,8330,211
137,8330,211
138,8330,211
139,8330,211
140,3460,1023
141,3460,1023
142,8330,211
143,8330,211
144,220,44
145,8881,90
146,8330,211
147,8330,211
148,220,44
149,189,90
150,220,44
