id,boa_peak,boa_size
0,177,288
1,177,288
2,2769,134
3,8323,55
4,4100,76
5,4100,76
6,428,170
7,2567,24
8,571,168
9,571,168
10,138,4
11,1099,150
12,14348,272
13,428,170
14,10270,35
15,428,170
16,177,288
17,177,288
18,2769,134
19,2769,134
20,84,41
21,177,288
22,2769,134
23,2769,134
24,571,168
25,571,168
26,571,168
27,571,168
28,571,168
29,8477,55
30,10270,35
31,8477,55
32,177,288
33,177,288
34,162,21
35,571,168
36,4100,76
37,177,288
38,428,170
39,571,168
40,14348,272
41,571,168
42,14348,272
43,571,168
44,428,170
45,428,170
46,428,170
47,428,170
48,177,288
49,177,288
50,6322,112
51,571,168
52,180,23
53,177,288
54,571,168
55,571,168
56,571,168
57,571,168
58,571,168
59,571,168
60,571,168
61,571,168
62,571,168
63,571,168
64,84,41
65,6209,87
66,3138,104
67,1099,150
68,84,41
69,3173,97
70,1350,21
71,343,74
72,8640,95
73,6185,78
74,1099,150
75,1099,150
76,2636,120
77,3277,38
78,1099,150
79,1099,150
80,84,41
81,2769,134
82,4434,33
83,723,37
84,84,41
85,84,41
86,84,41
87,343,74
88,571,168
89,2769,134
90,571,168
91,571,168
92,84,41
93,637,133
94,13406,166
95,5247,102
96,609,8
97,6209,87
98,610,8
99,1099,150
100,628,58
101,3173,97
102,1350,21
103,2919,151
104,14348,272
105,6185,78
106,2858,81
107,1099,150
108,2636,120
109,428,170
110,1099,150
111,5247,102
112,177,288
113,177,288
114,6322,112
115,571,168
116,628,58
117,637,133
118,628,58
119,5247,102
120,637,133
121,571,168
122,571,168
123,571,168
124,637,133
125,637,133
126,5247,102
127,5247,102
128,177,288
129,177,288
130,162,21
131,8323,55
132,2212,33
133,7813,39
134,428,170
135,8323,55
136,428,170
137,397,72
138,138,4
139,8323,55
140,428,170
141,397,72
142,428,170
143,397,72
144,177,288
145,177,288
146,6322,112
147,177,288
148,180,23
149,177,288
150,428,170
151,177,288
152,732,103
153,177,288
154,138,4
155,177,288
156,732,103
157,8477,55
158,8862,102
159,9119,109
160,162,21
161,177,288
162,162,21
163,162,21
164,428,170
165,428,170
166,428,170
167,428,170
168,428,170
169,177,288
170,428,170
171,395,23
172,428,170
173,428,170
174,428,170
175,428,170
176,177,288
177,177,288
178,6322,112
179,177,288
180,180,23
181,177,288
182,180,23
183,177,288
184,177,288
185,177,288
186,6322,112
187,177,288
188,428,170
189,177,288
190,428,170
191,177,288
192,8640,95
193,177,288
194,1218,33
195,9411,151
196,2260,68
197,12517,31
198,428,170
199,9411,151
200,4312,45
201,8905,25
202,1218,33
203,1099,150
204,428,170
205,3277,38
206,494,22
207,5830,188
208,1233,35
209,177,288
210,723,37
211,723,37
212,2260,68
213,177,288
214,6611,250
215,723,37
216,4312,45
217,177,288
218,732,103
219,723,37
220,732,103
221,732,103
222,732,103
223,10975,99
224,2260,68
225,8929,17
226,162,21
227,162,21
228,2260,68
229,11493,70
230,428,170
231,4331,75
232,428,170
233,4331,75
234,4331,75
235,4331,75
236,428,170
237,428,170
238,494,22
239,4331,75
240,177,288
241,177,288
242,6322,112
243,723,37
244,2260,68
245,2260,68
246,628,58
247,177,288
248,12796,101
249,8955,159
250,6322,112
251,8955,159
252,12796,101
253,12796,101
254,12796,101
255,511,20
256,2388,117
257,177,288
258,4434,33
259,1283,5
260,2388,117
261,2388,117
262,2388,117
263,1283,5
264,428,170
265,397,72
266,2858,81
267,395,23
268,428,170
269,397,72
270,428,170
271,783,29
272,2388,117
273,177,288
274,4434,33
275,6611,250
276,2388,117
277,2388,117
278,2388,117
279,343,74
280,1288,29
281,177,288
282,4382,100
283,8475,13
284,2388,117
285,8477,55
286,4382,100
287,8477,55
288,800,32
289,800,32
290,6434,51
291,1283,5
292,2388,117
293,2388,117
294,1350,21
295,2919,151
296,428,170
297,428,170
298,428,170
299,1323,66
300,428,170
301,428,170
302,428,170
303,428,170
304,2388,117
305,177,288
306,1810,46
307,571,168
308,2388,117
309,2388,117
310,9526,59
311,571,168
312,2388,117
313,571,168
314,1810,46
315,571,168
316,2388,117
317,571,168
318,4382,100
319,511,20
320,8640,95
321,13153,272
322,4434,33
323,343,74
324,2388,117
325,343,74
326,1350,21
327,343,74
328,8640,95
329,397,72
330,1482,74
331,8651,79
332,428,170
333,8477,55
334,494,22
