id,fitness
0,0.41447915446211125
1,0.3981004591063247
2,0.47803651967931476
3,0.46165782432352814
4,0.44354366413018836
5,0.443528072893959
6,0.4639071834563373
7,0.4638915922201079
8,0.6027654567313664
9,0.5787309563884768
10,0.6412765589384155
11,0.617242058595526
12,0.6318299663994436
13,0.6241585701761112
14,0.627147222715438
15,0.6194758264921058
16,0.4507004316710186
17,0.4343217363152321
18,0.5142577968882222
19,0.49787910153243553
20,0.47976494133909575
21,0.47974935010286646
22,0.5001284606652446
23,0.5001128694290153
24,0.6389867339402737
25,0.6149522335973843
26,0.6774978361473228
27,0.6534633358044335
28,0.668051243608351
29,0.6603798473850186
30,0.6633684999243454
31,0.6556971037010132
32,0.4079249647614137
33,0.3418534141907045
34,0.4714823299786173
35,0.40541077940790804
36,0.43698947442949093
37,0.3872810279783389
38,0.45735299375563976
39,0.4076445473044878
40,0.5962112670306688
41,0.5224839114728568
42,0.634722369237718
43,0.5609950136799059
44,0.625275776698746
45,0.5679115252604912
46,0.6205930330147406
47,0.5632287815764856
48,0.4441462419703211
49,0.3780746913996119
50,0.5077036071875247
51,0.4416320566168155
52,0.4732107516383983
53,0.4235023051872463
54,0.4935742709645472
55,0.4438658245133952
56,0.6324325442395763
57,0.5587051886817642
58,0.6709436464466254
59,0.5972162908888132
60,0.6614970539076535
61,0.6041328024693986
62,0.6568143102236479
63,0.599450058785393
64,0.49567544533668195
65,0.47929674998089544
66,0.5592328105538855
67,0.542854115198099
68,0.5247399550047591
69,0.5247243637685298
70,0.545103474330908
71,0.5450878830946786
72,0.5761596984337601
73,0.5521251980908707
74,0.6146708006408093
75,0.5906363002979198
76,0.6052242081018373
77,0.5975528118785051
78,0.6005414644178317
79,0.5928700681944996
80,0.5001413291716887
81,0.4837626338159022
82,0.5636986943888922
83,0.5473199990331057
84,0.5292058388397659
85,0.5291902476035365
86,0.5495693581659148
87,0.5495537669296854
88,0.5806255822687669
89,0.5565910819258774
90,0.619136684475816
91,0.5951021841329266
92,0.609690091936844
93,0.6020186957135119
94,0.6050073482528385
95,0.5973359520295063
96,0.48912125563598446
97,0.4230497050652753
98,0.552678620853188
99,0.48660707028247885
100,0.5181857653040617
101,0.46847731885290966
102,0.5385492846302106
103,0.48884083817905855
104,0.5696055087330627
105,0.4958781531752505
106,0.6081166109401118
107,0.5343892553822998
108,0.5986700184011399
109,0.5413057669628849
110,0.5939872747171343
111,0.5366230232788795
112,0.4935871394709912
113,0.4275155889002821
114,0.5571445046881948
115,0.4910729541174856
116,0.5226516491390685
117,0.4729432026879164
118,0.5430151684652172
119,0.49330672201406534
120,0.5740713925680694
121,0.5003440370102573
122,0.6125824947751186
123,0.5388551392173064
124,0.6031359022361465
125,0.5457716507978918
126,0.5984531585521411
127,0.5410889071138862
128,0.41234383289243837
129,0.3959651375366518
130,0.4759011981096419
131,0.4595225027538553
132,0.44140834256051553
133,0.44139275132428624
134,0.4617718618866644
135,0.461756270650435
136,0.5407948077209116
137,0.516760307378022
138,0.5793059099279607
139,0.5552714095850713
140,0.5698593173889888
141,0.5621879211656564
142,0.5651765737049832
143,0.5575051774816511
144,0.44856511010134575
145,0.43218641474555924
146,0.5121224753185494
147,0.4957437799627627
148,0.477629619769423
149,0.4776140285331937
150,0.49799313909557186
151,0.4979775478593425
152,0.5770160849298189
153,0.5529815845869295
154,0.6155271871368682
155,0.5914926867939787
156,0.6060805945978962
157,0.5984091983745639
158,0.6013978509138906
159,0.5937264546905584
160,0.40578964319174093
161,0.3397180926210317
162,0.4693470084089444
163,0.40327545783823526
164,0.4348541528598181
165,0.3851457064086661
166,0.455217672185967
167,0.40550922573481496
168,0.534240618020214
169,0.460513262462402
170,0.5727517202272633
171,0.49902436466945116
172,0.5633051276882912
173,0.5059408762500364
174,0.5586223840042858
175,0.5012581325660309
176,0.44201092040064827
177,0.37593936982993914
178,0.5055682856178518
179,0.43949673504714265
180,0.47107543006872554
181,0.4213669836175735
182,0.4914389493948744
183,0.4417305029437224
184,0.5704618952291215
185,0.4967345396713094
186,0.6089729974361706
187,0.5352456418783585
188,0.5995264048971988
189,0.5421621534589438
190,0.5948436612131932
191,0.5374794097749382
192,0.512237635740246
193,0.49585894038445943
194,0.5757950009574495
195,0.559416305601663
196,0.5413021454083231
197,0.5412865541720939
198,0.561665664734472
199,0.5616500734982426
200,0.5328865613965423
201,0.5088520610536527
202,0.5713976636035913
203,0.5473631632607019
204,0.5619510710646195
205,0.5542796748412872
206,0.5572683273806138
207,0.5495969311572817
208,0.5167035195752527
209,0.5003248242194662
210,0.5802608847924563
211,0.5638821894366697
212,0.5457680292433299
213,0.5457524380071006
214,0.5661315485694788
215,0.5661159573332495
216,0.537352445231549
217,0.5133179448886596
218,0.5758635474385981
219,0.5518290470957086
220,0.5664169548996263
221,0.5587455586762939
222,0.5617342112156207
223,0.5540628149922884
224,0.5056834460395485
225,0.4396118954688394
226,0.569240811256752
227,0.5031692606860428
228,0.5347479557076258
229,0.48503950925647377
230,0.5551114750337746
231,0.5054030285826225
232,0.5263323716958448
233,0.45260501613803267
234,0.5648434739028939
235,0.49111611834508184
236,0.555396881363922
237,0.4980326299256671
238,0.5507141376799164
239,0.49334988624166154
240,0.5101493298745553
241,0.44407777930384607
242,0.5737066950917589
243,0.5076351445210496
244,0.5392138395426325
245,0.48950539309148045
246,0.5595773588687813
247,0.5098689124176293
248,0.5307982555308515
249,0.4570708999730394
250,0.5693093577379007
251,0.4955820021800885
252,0.5598627651989287
253,0.5024985137606739
254,0.5551800215149232
255,0.4978157700766682
256,0.4451802734223637
257,0.43348049231450736
258,0.5087376386395672
259,0.4970378575317108
260,0.47424478309044094
261,0.47890810610214174
262,0.4946083024165898
