id,boa_peak,boa_size
0,538,2567
1,2077,1918
2,538,2567
3,2075,1535
4,2077,1918
5,2077,1918
6,538,2567
7,2075,1535
8,538,2567
9,2077,1918
10,538,2567
11,2075,1535
12,2077,1918
13,2077,1918
14,538,2567
15,2075,1535
16,538,2567
17,2077,1918
18,538,2567
19,2075,1535
20,2077,1918
21,2077,1918
22,538,2567
23,2075,1535
24,538,2567
25,2077,1918
26,538,2567
27,2075,1535
28,2077,1918
29,2077,1918
30,538,2567
31,2075,1535
32,538,2567
33,538,2567
34,538,2567
35,538,2567
36,2077,1918
37,2077,1918
38,538,2567
39,538,2567
40,538,2567
41,538,2567
42,538,2567
43,538,2567
44,2077,1918
45,2077,1918
46,538,2567
47,538,2567
48,538,2567
49,538,2567
50,538,2567
51,538,2567
52,2077,1918
53,2077,1918
54,538,2567
55,538,2567
56,538,2567
57,538,2567
58,538,2567
59,538,2567
60,2077,1918
61,2077,1918
62,538,2567
63,538,2567
64,35393,2569
65,35393,2569
66,35393,2569
67,35393,2569
68,35393,2569
69,35393,2569
70,538,2567
71,2075,1535
72,538,2567
73,2075,1535
74,538,2567
75,2075,1535
76,2077,1918
77,2077,1918
78,538,2567
79,2075,1535
80,35393,2569
81,35393,2569
82,538,2567
83,4819,4204
84,2077,1918
85,2077,1918
86,538,2567
87,2075,1535
88,538,2567
89,2077,1918
90,538,2567
91,2075,1535
92,2077,1918
93,2077,1918
94,538,2567
95,2075,1535
96,35393,2569
97,35393,2569
98,35393,2569
99,35393,2569
100,35393,2569
101,35393,2569
102,538,2567
103,2075,1535
104,538,2567
105,538,2567
106,538,2567
107,538,2567
108,2077,1918
109,2077,1918
110,538,2567
111,538,2567
112,35393,2569
113,35393,2569
114,538,2567
115,4819,4204
116,2077,1918
117,2077,1918
118,538,2567
119,2075,1535
120,538,2567
121,538,2567
122,538,2567
123,538,2567
124,2077,1918
125,2077,1918
126,538,2567
127,538,2567
128,53896,537
129,33473,1149
130,538,2567
131,33473,1149
132,2077,1918
133,2077,1918
134,538,2567
135,33473,1149
136,53896,537
137,39561,1550
138,538,2567
139,2715,1024
140,2077,1918
141,2077,1918
142,538,2567
