id,boa_peak,boa_size
0,5500,2048
1,13693,6144
2,5566,2048
3,13759,6144
4,5500,2048
5,13693,6144
6,5566,2048
7,13759,6144
8,5500,2048
9,13693,6144
10,5566,2048
11,13759,6144
12,5500,2048
13,13693,6144
14,5566,2048
15,13759,6144
16,5500,2048
17,13693,6144
18,5566,2048
19,13759,6144
20,5500,2048
21,13693,6144
22,5566,2048
23,13759,6144
24,5500,2048
25,13693,6144
26,5566,2048
27,13759,6144
28,5500,2048
29,13693,6144
30,5566,2048
31,13759,6144
32,5500,2048
33,13693,6144
34,5566,2048
35,13759,6144
36,5500,2048
37,13693,6144
38,5566,2048
39,13759,6144
40,5500,2048
41,13693,6144
42,5566,2048
43,13759,6144
44,5500,2048
45,13693,6144
46,5566,2048
47,13759,6144
48,5500,2048
49,13693,6144
50,5566,2048
51,13759,6144
52,5500,2048
53,13693,6144
54,5566,2048
55,13759,6144
56,5500,2048
57,13693,6144
58,5566,2048
59,13759,6144
60,5500,2048
61,13693,6144
62,5566,2048
63,13759,6144
64,5500,2048
65,13693,6144
66,5500,2048
67,13693,6144
68,5500,2048
69,13693,6144
70,5500,2048
71,13693,6144
72,5500,2048
73,13693,6144
74,5500,2048
75,13693,6144
76,5500,2048
77,13693,6144
78,5500,2048
79,13693,6144
80,5500,2048
81,13693,6144
82,5500,2048
83,13693,6144
84,5500,2048
85,13693,6144
86,5500,2048
87,13693,6144
88,5500,2048
89,13693,6144
90,5500,2048
91,13693,6144
92,5500,2048
93,13693,6144
94,5500,2048
95,13693,6144
96,5500,2048
97,13693,6144
98,5500,2048
99,13693,6144
100,5500,2048
101,13693,6144
102,5500,2048
103,13693,6144
104,5500,2048
105,13693,6144
106,5500,2048
107,13693,6144
108,5500,2048
109,13693,6144
110,5500,2048
111,13693,6144
112,5500,2048
113,13693,6144
114,5500,2048
115,13693,6144
116,5500,2048
117,13693,6144
118,5500,2048
119,13693,6144
120,5500,2048
121,13693,6144
122,5500,2048
123,13693,6144
124,5500,2048
125,13693,6144
126,5500,2048
127,13693,6144
128,5566,2048
129,13759,6144
130,5566,2048
131,13759,6144
132,5566,2048
133,13759,6144
134,5566,2048
135,13759,6144
136,5566,2048
137,13759,6144
138,5566,2048
139,13759,6144
140,5566,2048
141,13759,6144
142,5566,2048
143,13759,6144
144,5566,2048
145,13759,6144
146,5566,2048
147,13759,6144
148,5566,2048
149,13759,6144
150,5566,2048
151,13759,6144
152,5566,2048
153,13759,6144
154,5566,2048
155,13759,6144
156,5566,2048
157,13759,6144
158,5566,2048
159,13759,6144
160,5566,2048
161,13759,6144
162,5566,2048
163,13759,6144
164,5566,2048
165,13759,6144
166,5566,2048
167,13759,6144
168,5566,2048
169,13759,6144
170,5566,2048
171,13759,6144
172,5566,2048
173,13759,6144
174,5566,2048
175,13759,6144
176,5566,2048
177,13759,6144
178,5566,2048
179,13759,6144
180,5566,2048
181,13759,6144
182,5566,2048
183,13759,6144
184,5566,2048
185,13759,6144
186,5566,2048
187,13759,6144
188,5566,2048
189,13759,6144
190,5566,2048
191,13759,6144
192,5500,2048
193,13693,6144
194,5566,2048
195,13759,6144
196,5500,2048
197,13693,6144
198,5566,2048
199,13759,6144
200,5500,2048
201,13693,6144
202,5566,2048
203,13759,6144
204,5500,2048
205,13693,6144
206,5566,2048
207,13759,6144
208,5500,2048
209,13693,6144
210,5566,2048
211,13759,6144
212,5500,2048
213,13693,6144
214,5566,2048
215,13759,6144
216,5500,2048
217,13693,6144
218,5566,2048
219,13759,6144
220,5500,2048
221,13693,6144
222,5566,2048
223,13759,6144
224,5500,2048
225,13693,6144
226,5566,2048
227,13759,6144
228,5500,2048
229,13693,6144
230,5566,2048
231,13759,6144
232,5500,2048
233,13693,6144
234,5566,2048
235,13759,6144
236,5500,2048
237,13693,6144
238,5566,2048
239,13759,6144
240,5500,2048
241,13693,6144
242,5566,2048
243,13759,6144
244,5500,2048
245,13693,6144
246,5566,2048
247,13759,6144
248,5500,2048
249,13693,6144
250,5566,2048
251,13759,6144
252,5500,2048
253,13693,6144
254,5566,2048
255,13759,6144
256,5500,2048
257,13693,6144
258,5566,2048
259,13759,6144
260,5500,2048
261,13693,6144
262,5566,2048
263,13759,6144
264,5500,2048
265,13693,6144
266,5566,2048
267,13759,6144
268,5500,2048
269,13693,6144
270,5566,2048
271,13759,6144
272,5500,2048
273,13693,6144
274,5566,2048
275,13759,6144
276,5500,2048
277,13693,6144
278,5566,2048
279,13759,6144
280,5500,2048
281,13693,6144
282,5566,2048
283,13759,6144
284,5500,2048
285,13693,6144
286,5566,2048
287,13759,6144
288,5500,2048
289,13693,6144
290,5566,2048
291,13759,6144
292,5500,2048
293,13693,6144
294,5566,2048
295,13759,6144
296,5500,2048
297,13693,6144
298,5566,2048
299,13759,6144
300,5500,2048
301,13693,6144
302,5566,2048
303,13759,6144
304,5500,2048
305,13693,6144
306,5566,2048
307,13759,6144
308,5500,2048
309,13693,6144
310,5566,2048
311,13759,6144
312,5500,2048
313,13693,6144
314,5566,2048
315,13759,6144
316,5500,2048
317,13693,6144
318,5566,2048
319,13759,6144
320,5500,2048
321,13693,6144
322,5500,2048
323,13693,6144
324,5500,2048
325,13693,6144
326,5500,2048
327,13693,6144
328,5500,2048
329,13693,6144
330,5500,2048
331,13693,6144
332,5500,2048
333,13693,6144
334,5500,2048
335,13693,6144
336,5500,2048
337,13693,6144
338,5500,2048
339,13693,6144
340,5500,2048
341,13693,6144
342,5500,2048
343,13693,6144
344,5500,2048
345,13693,6144
346,5500,2048
347,13693,6144
348,5500,2048
349,13693,6144
350,5500,2048
351,13693,6144
352,5500,2048
353,13693,6144
354,5500,2048
355,13693,6144
356,5500,2048
357,13693,6144
358,5500,2048
359,13693,6144
360,5500,2048
361,13693,6144
362,5500,2048
363,13693,6144
364,5500,2048
365,13693,6144
366,5500,2048
367,13693,6144
368,5500,2048
369,13693,6144
370,5500,2048
371,13693,6144
372,5500,2048
373,13693,6144
374,5500,2048
375,13693,6144
376,5500,2048
377,13693,6144
378,5500,2048
379,13693,6144
380,5500,2048
381,13693,6144
382,5500,2048
383,13693,6144
384,5566,2048
385,13759,6144
386,5566,2048
387,13759,6144
388,5566,2048
389,13759,6144
390,5566,2048
391,13759,6144
392,5566,2048
393,13759,6144
394,5566,2048
395,13759,6144
396,5566,2048
397,13759,6144
398,5566,2048
399,13759,6144
400,5566,2048
401,13759,6144
402,5566,2048
403,13759,6144
404,5566,2048
405,13759,6144
406,5566,2048
407,13759,6144
408,5566,2048
409,13759,6144
410,5566,2048
411,13759,6144
412,5566,2048
413,13759,6144
414,5566,2048
415,13759,6144
416,5566,2048
417,13759,6144
418,5566,2048
419,13759,6144
420,5566,2048
421,13759,6144
422,5566,2048
423,13759,6144
424,5566,2048
425,13759,6144
426,5566,2048
427,13759,6144
428,5566,2048
429,13759,6144
430,5566,2048
431,13759,6144
432,5566,2048
433,13759,6144
434,5566,2048
435,13759,6144
436,5566,2048
437,13759,6144
438,5566,2048
439,13759,6144
440,5566,2048
441,13759,6144
442,5566,2048
443,13759,6144
444,5566,2048
445,13759,6144
446,5566,2048
447,13759,6144
448,5500,2048
449,13693,6144
450,5566,2048
451,13759,6144
452,5500,2048
453,13693,6144
454,5566,2048
455,13759,6144
456,5500,2048
457,13693,6144
458,5566,2048
459,13759,6144
460,5500,2048
461,13693,6144
462,5566,2048
463,13759,6144
464,5500,2048
465,13693,6144
466,5566,2048
467,13759,6144
468,5500,2048
469,13693,6144
470,5566,2048
471,13759,6144
472,5500,2048
473,13693,6144
474,5566,2048
475,13759,6144
476,5500,2048
477,13693,6144
478,5566,2048
479,13759,6144
480,5500,2048
481,13693,6144
482,5566,2048
483,13759,6144
484,5500,2048
485,13693,6144
486,5566,2048
487,13759,6144
488,5500,2048
489,13693,6144
490,5566,2048
491,13759,6144
492,5500,2048
493,13693,6144
494,5566,2048
495,13759,6144
496,5500,2048
497,13693,6144
498,5566,2048
499,13759,6144
500,5500,2048
501,13693,6144
502,5566,2048
503,13759,6144
504,5500,2048
505,13693,6144
506,5566,2048
507,13759,6144
508,5500,2048
509,13693,6144
510,5566,2048
511,13759,6144
512,5500,2048
513,13693,6144
514,5566,2048
515,13759,6144
516,5500,2048
517,13693,6144
518,5566,2048
519,13759,6144
520,5500,2048
521,13693,6144
522,5566,2048
523,13759,6144
524,5500,2048
525,13693,6144
526,5566,2048
527,13759,6144
528,5500,2048
529,13693,6144
530,5566,2048
531,13759,6144
532,5500,2048
533,13693,6144
534,5566,2048
535,13759,6144
536,5500,2048
537,13693,6144
538,5566,2048
539,13759,6144
540,5500,2048
541,13693,6144
542,5566,2048
543,13759,6144
544,5500,2048
545,13693,6144
546,5566,2048
547,13759,6144
548,5500,2048
549,13693,6144
550,5566,2048
551,13759,6144
552,5500,2048
553,13693,6144
554,5566,2048
555,13759,6144
556,5500,2048
557,13693,6144
558,5566,2048
559,13759,6144
560,5500,2048
561,13693,6144
562,5566,2048
563,13759,6144
564,5500,2048
565,13693,6144
566,5566,2048
567,13759,6144
568,5500,2048
569,13693,6144
570,5566,2048
571,13759,6144
572,5500,2048
573,13693,6144
574,5566,2048
575,13759,6144
576,5500,2048
577,13693,6144
578,5500,2048
579,13693,6144
580,5500,2048
581,13693,6144
582,5500,2048
583,13693,6144
584,5500,2048
585,13693,6144
586,5500,2048
587,13693,6144
588,5500,2048
589,13693,6144
590,5500,2048
591,13693,6144
592,5500,2048
593,13693,6144
594,5500,2048
595,13693,6144
596,5500,2048
597,13693,6144
598,5500,2048
599,13693,6144
600,5500,2048
601,13693,6144
602,5500,2048
603,13693,6144
604,5500,2048
605,13693,6144
606,5500,2048
607,13693,6144
608,5500,2048
609,13693,6144
610,5500,2048
611,13693,6144
