id,boa_peak,boa_size
0,1032,63
1,8195,72
2,2086,53
3,8195,72
4,2086,53
5,2086,53
6,2086,53
7,2086,53
8,1032,63
9,1032,63
10,1032,63
11,523,17
12,1032,63
13,1032,63
14,142,45
15,8479,60
16,8721,168
17,6165,217
18,2086,53
19,8195,72
20,2086,53
21,6165,217
22,2086,53
23,8479,60
24,1032,63
25,473,45
26,10810,140
27,8479,60
28,1032,63
29,8221,49
30,142,45
31,8479,60
32,1032,63
33,13217,259
34,4674,96
35,8195,72
36,2086,53
37,4389,94
38,2086,53
39,2086,53
40,1032,63
41,4393,17
42,4138,36
43,523,17
44,1032,63
45,4389,94
46,6190,46
47,10287,79
48,8721,168
49,6165,217
50,3898,169
51,2163,78
52,820,18
53,6453,129
54,2086,53
55,6303,362
56,6453,129
57,441,20
58,10810,140
59,6303,362
60,4381,92
61,4381,92
62,6303,362
63,6303,362
64,4674,96
65,1089,3
66,4674,96
67,4674,96
68,10308,51
69,10308,51
70,2086,53
71,1223,44
72,1032,63
73,12489,28
74,4674,96
75,4674,96
76,11340,62
77,8221,49
78,142,45
79,10575,26
80,3184,63
81,10321,39
82,4674,96
83,2163,78
84,10308,51
85,8221,49
86,479,198
87,2163,78
88,1640,50
89,473,45
90,1114,47
91,10579,161
92,11340,62
93,8221,49
94,1114,47
95,479,198
96,4674,96
97,4389,94
98,4674,96
99,6371,66
100,10341,242
101,10341,242
102,4674,96
103,10341,242
104,4138,36
105,10341,242
106,4138,36
107,6371,66
108,11340,62
109,10341,242
110,4138,36
111,10287,79
112,3184,63
113,12401,14
114,2163,78
115,2163,78
116,1268,74
117,10341,242
118,1526,26
119,2163,78
120,6453,129
121,473,45
122,1114,47
123,2163,78
124,6453,129
125,8221,49
126,6453,129
127,479,198
128,1032,63
129,3219,126
130,2086,53
131,3219,126
132,3212,90
133,4501,38
134,142,45
135,142,45
136,1032,63
137,649,93
138,142,45
139,9355,34
140,3212,90
141,142,45
142,142,45
143,142,45
144,664,45
145,3219,126
146,479,198
147,3219,126
148,1268,74
149,4501,38
150,479,198
151,3219,126
152,664,45
153,649,93
154,142,45
155,11419,23
156,664,45
157,649,93
158,142,45
159,6303,362
160,12520,79
161,12467,96
162,10414,139
163,12467,96
164,1268,74
165,4389,94
166,10414,139
167,6303,362
168,12520,79
169,649,93
170,12520,79
171,10414,139
172,12520,79
173,10414,139
174,10414,139
175,10414,139
176,1268,74
177,8721,168
178,479,198
179,12467,96
180,1268,74
181,4501,38
182,6303,362
183,6303,362
184,12520,79
185,441,20
186,9656,87
187,441,20
188,3324,126
189,1469,32
190,10414,139
191,6303,362
192,4674,96
193,1223,44
194,4674,96
195,1223,44
196,10308,51
197,1223,44
198,479,198
199,1223,44
200,1032,63
201,12489,28
202,4331,83
203,4331,83
204,11340,62
205,4429,23
206,142,45
207,479,198
208,479,198
209,473,45
210,479,198
211,12499,296
212,1268,74
213,13813,307
214,479,198
215,479,198
216,473,45
217,473,45
218,10714,40
219,12499,296
220,3324,126
221,3324,126
222,479,198
223,479,198
224,10728,414
225,12499,296
226,4331,83
227,6371,66
228,1268,74
229,10341,242
230,10341,242
231,3811,42
232,10728,414
233,10728,414
234,4331,83
235,4331,83
236,3324,126
237,1004,45
238,4331,83
239,4331,83
240,1268,74
241,12499,296
242,479,198
243,12499,296
244,1268,74
245,13813,307
246,479,198
247,479,198
248,504,6
249,4331,83
250,4331,83
251,4331,83
252,3324,126
253,3324,126
254,479,198
255,479,198
256,10728,414
257,11657,166
258,2086,53
259,323,8
260,2086,53
261,4389,94
262,2086,53
263,4389,94
264,1032,63
265,4393,17
266,1032,63
267,783,68
268,1032,63
269,4381,92
270,3470,36
271,783,68
272,4381,92
273,4381,92
274,10579,161
275,10579,161
276,4381,92
277,4381,92
278,3350,46
279,4381,92
280,4381,92
281,473,45
282,10579,161
283,8479,60
284,4381,92
285,4381,92
286,1854,104
287,8479,60
288,5888,187
289,4389,94
290,4898,43
291,4515,49
292,4389,94
293,4389,94
294,3878,233
295,4389,94
296,10728,414
297,4393,17
298,4138,36
299,4515,49
300,4381,92
301,4389,94
302,3878,233
303,3878,233
304,820,18
305,6453,129
306,3898,169
307,9015,182
308,820,18
309,6453,129
310,5430,41
311,9015,182
312,4381,92
313,441,20
314,3898,169
315,441,20
316,4381,92
317,4381,92
318,1854,104
319,9015,182
320,10728,414
321,4389,94
322,4674,96
323,323,8
324,9029,106
325,4389,94
326,2374,8
327,783,68
328,10728,414
329,473,45
330,10579,161
331,323,8
332,4429,23
333,4429,23
334,4429,23
335,783,68
336,10728,414
337,473,45
338,10579,161
339,10579,161
340,12628,125
341,13813,307
342,479,198
343,479,198
344,473,45
345,473,45
346,10579,161
347,473,45
348,2397,40
349,2397,40
350,479,198
351,479,198
352,4389,94
353,4389,94
354,4674,96
355,4389,94
356,4389,94
357,4389,94
358,998,23
359,4389,94
360,10728,414
361,4389,94
362,4138,36
363,4389,94
364,4389,94
365,4389,94
366,3878,233
367,4389,94
368,4389,94
369,10321,39
370,479,198
371,8691,21
372,6453,129
373,6453,129
374,479,198
375,479,198
376,504,6
377,473,45
378,10579,161
379,473,45
380,6453,129
381,4381,92
382,1854,104
383,479,198
384,10728,414
385,4501,38
386,2454,31
387,4515,49
388,1460,38
389,4501,38
390,142,45
391,10639,51
392,1032,63
393,649,93
394,1418,19
395,14729,103
396,3212,90
397,10639,51
398,142,45
399,10639,51
400,4501,38
401,4501,38
402,2454,31
403,479,198
404,4501,38
405,4501,38
406,2454,31
407,4501,38
408,9656,87
409,441,20
410,10714,40
411,441,20
412,1469,32
413,4381,92
414,142,45
415,479,198
416,10728,414
417,13217,259
418,1962,56
419,4515,49
420,1460,38
421,4389,94
422,479,198
423,479,198
424,10728,414
425,9641,222
426,1962,56
427,441,20
428,1460,38
429,1469,32
430,3878,233
431,479,198
432,1460,38
433,441,20
434,479,198
435,479,198
436,1460,38
437,4501,38
438,479,198
439,479,198
440,9656,87
441,441,20
442,9656,87
443,441,20
444,1469,32
445,1469,32
446,479,198
447,479,198
448,10728,414
449,323,8
450,12754,60
451,323,8
452,9029,106
453,4389,94
454,479,198
455,479,198
456,10728,414
457,473,45
458,10714,40
459,4555,3
460,3020,53
461,973,13
462,479,198
463,479,198
464,12754,60
465,473,45
466,12754,60
467,479,198
468,479,198
469,13813,307
470,479,198
471,479,198
472,473,45
473,473,45
474,10714,40
475,479,198
476,473,45
477,479,198
478,479,198
479,479,198
480,10728,414
481,4389,94
482,479,198
483,4515,49
484,1004,45
485,4389,94
486,479,198
487,479,198
488,10728,414
489,441,20
490,10728,414
491,4515,49
492,1004,45
493,1004,45
494,1004,45
495,479,198
496,479,198
497,441,20
498,479,198
499,479,198
500,1268,74
501,479,198
502,479,198
503,479,198
504,504,6
505,441,20
506,479,198
507,479,198
508,504,6
509,479,198
510,479,198
511,479,198
512,8721,168
513,649,93
514,1538,4
515,523,17
516,2086,53
517,6693,129
518,2086,53
519,783,68
520,1032,63
521,649,93
522,523,17
523,523,17
524,1032,63
525,783,68
526,783,68
527,783,68
528,8721,168
529,8721,168
530,10810,140
531,10810,140
532,8721,168
533,8221,49
534,10810,140
535,8479,60
536,664,45
537,649,93
538,10810,140
539,523,17
540,1854,104
541,8221,49
542,10810,140
543,783,68
544,4898,43
545,13217,259
546,4898,43
547,523,17
548,6693,129
549,6693,129
550,3878,233
551,6693,129
552,649,93
553,649,93
554,523,17
555,523,17
556,1637,223
